record_type,mode,n_ops,repeat,threads,k_value,planned_ops,successful_ops,failed_ops,total_ms,avg_ms_per_success,tps_success,event_rows,log_rows,checkpoint_rows,mean_total_ms,stddev_total_ms,min_total_ms,max_total_ms,iqr_total_ms
RUN,STANDARD,100000,1,1,0,100000,100000,0,204147.131,2.041471309,489.843,0,0,0,,,,,
RUN,STANDARD,100000,2,1,0,100000,100000,0,207408.896,2.074088964,482.139,0,0,0,,,,,
RUN,STANDARD,100000,3,1,0,100000,100000,0,208147.182,2.081471819,480.429,0,0,0,,,,,
RUN,STANDARD,100000,4,1,0,100000,100000,0,209719.566,2.097195658,476.827,0,0,0,,,,,
RUN,STANDARD,100000,5,1,0,100000,100000,0,209365.345,2.093653449,477.634,0,0,0,,,,,
RUN,STANDARD,100000,6,1,0,100000,100000,0,207663.528,2.076635276,481.548,0,0,0,,,,,
RUN,STANDARD,100000,7,1,0,100000,100000,0,209000.692,2.090006918,478.467,0,0,0,,,,,
RUN,STANDARD,100000,8,1,0,100000,100000,0,209527.549,2.095275491,477.264,0,0,0,,,,,
RUN,STANDARD,100000,9,1,0,100000,100000,0,209303.977,2.093039773,477.774,0,0,0,,,,,
RUN,STANDARD,100000,10,1,0,100000,100000,0,209407.160,2.094071597,477.539,0,0,0,,,,,
RUN,STANDARD,100000,11,1,0,100000,100000,0,209782.935,2.097829349,476.683,0,0,0,,,,,
RUN,STANDARD,100000,12,1,0,100000,100000,0,211601.083,2.116010834,472.587,0,0,0,,,,,
RUN,STANDARD,100000,13,1,0,100000,100000,0,210270.157,2.102701569,475.579,0,0,0,,,,,
RUN,STANDARD,100000,14,1,0,100000,100000,0,210038.935,2.100389347,476.102,0,0,0,,,,,
RUN,STANDARD,100000,15,1,0,100000,100000,0,209142.376,2.091423755,478.143,0,0,0,,,,,
RUN,STANDARD,100000,16,1,0,100000,100000,0,211803.281,2.118032806,472.136,0,0,0,,,,,
RUN,STANDARD,100000,17,1,0,100000,100000,0,208629.465,2.086294646,479.319,0,0,0,,,,,
RUN,STANDARD,100000,18,1,0,100000,100000,0,209856.971,2.098569714,476.515,0,0,0,,,,,
RUN,STANDARD,100000,19,1,0,100000,100000,0,209926.307,2.099263071,476.358,0,0,0,,,,,
RUN,STANDARD,100000,20,1,0,100000,100000,0,210170.474,2.101704739,475.804,0,0,0,,,,,
RUN,STANDARD,100000,21,1,0,100000,100000,0,207501.831,2.075018309,481.923,0,0,0,,,,,
RUN,STANDARD,100000,22,1,0,100000,100000,0,205352.128,2.053521279,486.968,0,0,0,,,,,
RUN,STANDARD,100000,23,1,0,100000,100000,0,205010.302,2.050103018,487.780,0,0,0,,,,,
RUN,STANDARD,100000,24,1,0,100000,100000,0,205576.752,2.055767518,486.436,0,0,0,,,,,
RUN,STANDARD,100000,25,1,0,100000,100000,0,205304.012,2.053040123,487.083,0,0,0,,,,,
RUN,STANDARD,100000,26,1,0,100000,100000,0,205046.128,2.050461278,487.695,0,0,0,,,,,
RUN,STANDARD,100000,27,1,0,100000,100000,0,205592.207,2.055922074,486.400,0,0,0,,,,,
RUN,STANDARD,100000,28,1,0,100000,100000,0,203547.117,2.035471171,491.287,0,0,0,,,,,
RUN,STANDARD,100000,29,1,0,100000,100000,0,206896.575,2.068965748,483.333,0,0,0,,,,,
RUN,STANDARD,100000,30,1,0,100000,100000,0,207651.932,2.076519321,481.575,0,0,0,,,,,
SUMMARY,STANDARD,100000,-1,1,0,,,,208815.078,2.088150782,478.893,,,,208079.733,2239.889,203547.117,211803.281,3848.793
RUN,HMAC_ONLY,1000,1,1,0,1000,1000,0,5925.329,5.925328600,168.767,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,2,1,0,1000,1000,0,5823.860,5.823860200,171.707,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,3,1,0,1000,1000,0,5829.994,5.829994000,171.527,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,4,1,0,1000,1000,0,6483.024,6.483024100,154.249,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,5,1,0,1000,1000,0,7622.404,7.622404200,131.192,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,6,1,0,1000,1000,0,5811.232,5.811232200,172.081,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,7,1,0,1000,1000,0,5803.513,5.803513400,172.309,1000,0,0,,,,,
